"Financial services","South America (1)","Imports of Services (Euro Million)",0,3,2,6,6,42,9,0,0,0,0,0,0,0
"Financial services","Not geographically allocated","Exports of Services (Euro Million)",294,70,55,0,275,252,248,159,0,0,0,1257,0,0
"Financial services","Not geographically allocated","Imports of Services (Euro Million)",34,183,46,0,155,57,153,60,9,0,0,630,3392,3644
"Computer services","All countries and international organisations","Exports of Services (Euro Million)",12575,15100,15755,18298,21726,23876,24352,27889,31413,37935,42057,49165,57479,64577
"Computer services","All countries and international organisations","Imports of Services (Euro Million)",329,307,352,562,660,707,625,659,502,358,482,639,1128,1192
"Computer services","All offshore centres","Exports of Services (Euro Million)",0,43,63,86,88,201,217,247,234,282,408,571,701,810
"Computer services","All offshore centres","Imports of Services (Euro Million)",0,2,1,3,0,0,5,6,8,1,1,4,6,0
"Computer services","International organisations","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Computer services","International organisations","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Computer services","Australia","Exports of Services (Euro Million)",0,59,0,156,0,0,0,0,0,0,0,0,0,0
"Computer services","Australia","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,4,4,0
"Computer services","Belgium","Exports of Services (Euro Million)",0,327,342,348,452,563,593,493,546,734,891,1025,1107,1046
"Computer services","Belgium","Imports of Services (Euro Million)",0,1,3,4,7,7,7,3,1,0,4,0,0,0
"Computer services","Bermuda","Exports of Services (Euro Million)",0,2,0,0,0,0,0,0,0,0,0,12,13,13
"Computer services","Bermuda","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Computer services","Brazil","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,20,0,0
"Computer services","Brazil","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Computer services","Canada","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,181,207
"Computer services","Canada","Imports of Services (Euro Million)",1,4,0,0,0,0,0,0,0,0,0,4,12,16
"Computer services","Switzerland","Exports of Services (Euro Million)",0,482,489,560,635,729,1018,991,1145,1491,1650,1739,2043,2187
"Computer services","Switzerland","Imports of Services (Euro Million)",0,0,0,3,4,8,0,7,0,0,4,3,2,7
"Computer services","China","Exports of Services (Euro Million)",0,0,10,0,0,0,0,0,0,0,96,141,0,0
"Computer services","China","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,4,4,4
"Computer services","Germany","Exports of Services (Euro Million)",1605,2520,2961,3175,3619,3952,3930,4606,0,6005,5647,5711,6375,6380
"Computer services","Germany","Imports of Services (Euro Million)",11,16,14,21,56,72,24,0,0,25,14,18,16,32
"Computer services","Spain","Exports of Services (Euro Million)",0,515,559,618,785,996,938,798,865,1081,982,1104,1100,1082
"Computer services","Spain","Imports of Services (Euro Million)",0,0,0,0,1,4,4,2,0,0,0,3,4,8
"Computer services","France","Exports of Services (Euro Million)",1055,1688,1470,1499,1939,2122,2176,2333,2546,3031,2960,2966,3477,3467
"Computer services","France","Imports of Services (Euro Million)",37,13,13,23,22,40,53,0,37,25,26,27,30,41
"Computer services","United Kingdom","Exports of Services (Euro Million)",2114,2951,3337,3598,4463,4504,3950,3874,4139,4703,5212,5696,6953,6932
"Computer services","United Kingdom","Imports of Services (Euro Million)",170,151,164,167,208,190,116,127,133,103,102,99,164,200
"Computer services","Italy","Exports of Services (Euro Million)",629,841,919,924,1137,1153,1182,907,989,1339,1410,1548,1694,1700
"Computer services","Italy","Imports of Services (Euro Million)",0,7,9,4,13,0,10,12,7,7,9,9,10,16
"Computer services","Japan","Exports of Services (Euro Million)",0,255,0,326,0,400,535,684,0,1378,0,0,0,0
"Computer services","Japan","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Computer services","South Korea","Exports of Services (Euro Million)",0,0,0,0,0,1,4,0,2,0,8,0,4,4
"Computer services","South Korea","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Computer services","Luxembourg","Exports of Services (Euro Million)",0,5,5,5,29,44,19,31,138,173,273,276,460,271
"Computer services","Luxembourg","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,4,10,7,0
"Computer services","Netherlands","Exports of Services (Euro Million)",1041,1103,1157,925,1155,1370,1599,1775,2006,2501,2305,2043,2413,2506
"Computer services","Netherlands","Imports of Services (Euro Million)",12,13,18,15,9,41,27,22,12,0,8,12,15,23
"Computer services","Sweden","Exports of Services (Euro Million)",0,437,0,0,624,673,703,653,1070,1053,1259,1390,1541,1638
"Computer services","Sweden","Imports of Services (Euro Million)",0,1,0,0,18,0,0,18,0,0,25,12,0,0
"Computer services","Taiwan, Province of China","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,9,0
"Computer services","Taiwan, Province of China","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Computer services","United States","Exports of Services (Euro Million)",0,0,532,281,390,291,341,381,152,0,1214,2059,2078,2097
"Computer services","United States","Imports of Services (Euro Million)",35,66,71,149,200,245,280,153,127,74,135,163,228,234
"Computer services","South Africa","Exports of Services (Euro Million)",0,187,238,302,0,280,323,438,382,465,544,475,602,0
"Computer services","South Africa","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,4,48,20
"Computer services","Africa (6)","Exports of Services (Euro Million)",0,0,0,439,0,491,589,715,604,592,1199,1094,924,0
"Computer services","Africa (6)","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,4,48,20
"Computer services","Asia (6)","Exports of Services (Euro Million)",378,658,716,1143,1656,2027,2312,3084,3535,4700,4499,5932,9246,0
"Computer services","Asia (6)","Imports of Services (Euro Million)",23,0,17,22,20,24,0,37,33,0,0,36,53,74
"Computer services","Oceania and Polar Regions (2)","Exports of Services (Euro Million)",0,68,0,175,246,0,0,0,0,0,0,0,0,0
"Computer services","Oceania and Polar Regions (2)","Imports of Services (Euro Million)",0,0,0,0,18,0,0,0,0,0,0,4,4,0
"Computer services","Central America (1)","Exports of Services (Euro Million)",0,0,0,4,3,0,0,0,0,0,0,0,0,45
"Computer services","Central America (1)","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,4,20,29
"Computer services","EMU17","Exports of Services (Euro Million)",0,0,0,0,0,0,11666,12078,13229,0,0,0,0,0
"Computer services","EMU17","Imports of Services (Euro Million)",0,0,0,0,0,0,133,171,94,0,0,0,0,0
"Computer services","EMU16","Exports of Services (Euro Million)",0,0,0,0,10137,11301,0,0,0,0,0,0,0,0
"Computer services","EMU16","Imports of Services (Euro Million)",0,0,0,0,118,184,0,0,0,0,0,0,0,0
"Computer services","EMU12","Exports of Services (Euro Million)",5479,7693,8168,0,0,0,0,0,0,0,0,0,0,0
"Computer services","EMU12","Imports of Services (Euro Million)",71,53,58,0,0,0,0,0,0,0,0,0,0,0
"Computer services","EMU13","Exports of Services (Euro Million)",0,0,0,8228,0,0,0,0,0,0,0,0,0,0
"Computer services","EMU13","Imports of Services (Euro Million)",0,0,0,74,0,0,0,0,0,0,0,0,0,0
"Computer services","EMU18","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Computer services","EMU18","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Computer services","EMU19","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,16174,16195,17040,18579,18376
"Computer services","EMU19","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,71,62,74,89,126
"Computer services","EU28","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,24081,25034,26797,30308,30254
"Computer services","EU28","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,195,194,188,260,341
"Computer services","EU25","Exports of Services (Euro Million)",8535,11777,12802,0,0,0,0,0,0,0,0,0,0,0
"Computer services","EU25","Imports of Services (Euro Million)",252,224,251,0,0,0,0,0,0,0,0,0,0,0
"Computer services","EU27","Exports of Services (Euro Million)",0,0,0,13399,16523,18029,17826,18244,20235,0,0,0,0,0
"Computer services","EU27","Imports of Services (Euro Million)",0,0,0,290,347,397,277,320,243,0,0,0,0,0
"Computer services","Europe (3)","Exports of Services (Euro Million)",9414,12864,14068,14803,18562,20381,20165,20741,23069,27469,29183,30805,34427,34466
"Computer services","Europe (3)","Imports of Services (Euro Million)",255,224,253,295,349,407,287,329,247,203,202,192,265,347
"Computer services","North America (1)","Exports of Services (Euro Million)",0,855,0,0,0,0,0,0,0,0,0,0,2261,2307
"Computer services","North America (1)","Imports of Services (Euro Million)",36,70,0,0,0,248,0,0,127,74,0,167,240,250
"Computer services","South America (1)","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Computer services","South America (1)","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,4,4
"Computer services","Not geographically allocated","Exports of Services (Euro Million)",1398,336,-82,1421,387,208,460,0,3411,3338,4817,7077,8851,15974
"Computer services","Not geographically allocated","Imports of Services (Euro Million)",14,7,10,95,0,0,29,0,87,49,97,0,483,463
"Royalties/licences","All countries and international organisations","Exports of Services (Euro Million)",186,282,623,737,865,1017,1216,2192,3603,3880,4388,5242,7329,8624
"Royalties/licences","All countries and international organisations","Imports of Services (Euro Million)",14208,15169,15482,17534,18621,24275,25148,28260,29361,33847,36492,48288,68936,72160
"Royalties/licences","All offshore centres","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,374,523
"Royalties/licences","All offshore centres","Imports of Services (Euro Million)",0,2281,0,0,0,0,0,2682,2284,4139,5449,17551,32069,32668
"Royalties/licences","International organisations","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","International organisations","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Australia","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,101,99,104,143,169
"Royalties/licences","Australia","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Belgium","Exports of Services (Euro Million)",0,0,0,0,0,2,0,0,11,0,0,0,0,212
"Royalties/licences","Belgium","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,331
"Royalties/licences","Bermuda","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,160,272
"Royalties/licences","Bermuda","Imports of Services (Euro Million)",0,2277,0,0,0,0,0,0,0,3283,3789,4540,5112,3326
"Royalties/licences","Brazil","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Royalties/licences","Brazil","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Canada","Exports of Services (Euro Million)",0,0,0,0,0,0,0,17,0,0,0,0,0,0
"Royalties/licences","Canada","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Switzerland","Exports of Services (Euro Million)",0,0,0,0,6,0,0,2,0,0,0,143,131,139
"Royalties/licences","Switzerland","Imports of Services (Euro Million)",0,8,0,1,20,0,0,0,0,0,1493,1383,0,0
"Royalties/licences","China","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,16,14
"Royalties/licences","China","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Germany","Exports of Services (Euro Million)",4,0,8,0,0,0,1,12,0,0,0,0,101,0
"Royalties/licences","Germany","Imports of Services (Euro Million)",41,46,62,0,0,63,40,29,25,40,34,20,0,0
"Royalties/licences","Spain","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,63,0
"Royalties/licences","Spain","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,7,10,124
"Royalties/licences","France","Exports of Services (Euro Million)",0,0,0,0,0,0,0,41,0,101,0,100,75,0
"Royalties/licences","France","Imports of Services (Euro Million)",0,64,0,0,0,295,147,209,213,136,55,48,53,56
"Royalties/licences","United Kingdom","Exports of Services (Euro Million)",13,0,126,178,162,102,85,142,412,356,441,312,506,858
"Royalties/licences","United Kingdom","Imports of Services (Euro Million)",943,567,767,707,973,1182,1216,1288,1357,1091,1034,781,638,595
"Royalties/licences","Italy","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Italy","Imports of Services (Euro Million)",0,0,5,0,0,0,0,0,0,0,0,0,12,0
"Royalties/licences","Japan","Exports of Services (Euro Million)",0,28,45,19,0,0,0,84,120,0,117,0,0,0
"Royalties/licences","Japan","Imports of Services (Euro Million)",83,122,150,38,0,159,123,184,112,195,0,0,0,507
"Royalties/licences","South Korea","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,28,28
"Royalties/licences","South Korea","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Luxembourg","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Royalties/licences","Luxembourg","Imports of Services (Euro Million)",0,0,0,0,3043,3854,4699,5417,5378,0,7296,0,0,0
"Royalties/licences","Netherlands","Exports of Services (Euro Million)",0,0,0,4,12,1,3,0,0,0,62,108,128,98
"Royalties/licences","Netherlands","Imports of Services (Euro Million)",3347,3875,2821,3626,2156,6102,6905,8798,0,0,0,0,0,0
"Royalties/licences","Sweden","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Sweden","Imports of Services (Euro Million)",0,0,0,0,0,11,8,0,0,0,0,0,0,0
"Royalties/licences","Taiwan, Province of China","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Taiwan, Province of China","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","United States","Exports of Services (Euro Million)",132,137,276,233,220,200,310,571,1069,1572,1892,2408,0,0
"Royalties/licences","United States","Imports of Services (Euro Million)",0,0,8234,7577,9636,9282,7084,7352,6713,0,0,0,0,0
"Royalties/licences","South Africa","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","South Africa","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Africa (6)","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,28,21
"Royalties/licences","Africa (6)","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Asia (6)","Exports of Services (Euro Million)",28,33,72,84,55,0,0,123,201,0,229,0,281,0
"Royalties/licences","Asia (6)","Imports of Services (Euro Million)",93,127,150,49,-54,162,162,76,15,142,0,0,0,0
"Royalties/licences","Oceania and Polar Regions (2)","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,88,105,103,109,150,173
"Royalties/licences","Oceania and Polar Regions (2)","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Central America (1)","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,283
"Royalties/licences","Central America (1)","Imports of Services (Euro Million)",0,2277,0,0,0,0,0,0,2308,4054,5350,17390,28237,27168
"Royalties/licences","EMU17","Exports of Services (Euro Million)",0,0,0,0,0,0,0,646,1022,0,0,0,0,0
"Royalties/licences","EMU17","Imports of Services (Euro Million)",0,0,0,0,0,0,12784,15369,16888,0,0,0,0,0
"Royalties/licences","EMU16","Exports of Services (Euro Million)",0,0,0,0,222,193,0,0,0,0,0,0,0,0
"Royalties/licences","EMU16","Imports of Services (Euro Million)",0,0,0,0,5642,10484,0,0,0,0,0,0,0,0
"Royalties/licences","EMU12","Exports of Services (Euro Million)",6,6,57,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","EMU12","Imports of Services (Euro Million)",3599,4463,3316,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","EMU13","Exports of Services (Euro Million)",0,0,0,148,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","EMU13","Imports of Services (Euro Million)",0,0,0,5877,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","EMU18","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","EMU18","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","EMU19","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,676,378,953,1220,845
"Royalties/licences","EMU19","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,18984,21240,20563,24475,24327
"Royalties/licences","EU28","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,1064,845,1298,1787,1761
"Royalties/licences","EU28","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,20129,22320,21389,25167,24983
"Royalties/licences","EU25","Exports of Services (Euro Million)",25,57,209,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","EU25","Imports of Services (Euro Million)",4855,5232,4581,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","EU27","Exports of Services (Euro Million)",0,0,0,335,393,308,321,806,1478,0,0,0,0,0
"Royalties/licences","EU27","Imports of Services (Euro Million)",0,0,0,7157,6640,11698,14025,16699,18311,0,0,0,0,0
"Royalties/licences","Europe (3)","Exports of Services (Euro Million)",26,57,244,0,400,320,338,822,1532,1084,917,1523,2028,1961
"Royalties/licences","Europe (3)","Imports of Services (Euro Million)",4966,5249,4593,0,6662,12484,14539,17286,18951,21044,23923,22936,27514,27849
"Royalties/licences","North America (1)","Exports of Services (Euro Million)",132,137,0,0,0,0,0,588,0,0,0,0,4004,5190
"Royalties/licences","North America (1)","Imports of Services (Euro Million)",6937,7486,0,0,0,9283,7084,0,6713,0,0,5865,6754,8119
"Royalties/licences","South America (1)","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,18
"Royalties/licences","South America (1)","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royalties/licences","Not geographically allocated","Exports of Services (Euro Million)",0,55,12,0,0,0,115,285,310,334,494,544,0,0
"Royalties/licences","Not geographically allocated","Imports of Services (Euro Million)",455,26,45,0,0,0,746,0,1366,1099,523,1802,2431,3036
"All business services","All countries and international organisations","Exports of Services (Euro Million)",6957,8439,13072,15399,20571,20047,21319,22151,23369,15965,17398,20705,23072,30337
"All business services","All countries and international organisations","Imports of Services (Euro Million)",19472,22146,25313,26203,28673,29700,29876,32946,34982,38331,36879,40428,57375,86822
"All business services","All offshore centres","Exports of Services (Euro Million)",816,687,0,950,1067,1198,1446,1659,1399,753,879,962,1126,1255
"All business services","All offshore centres","Imports of Services (Euro Million)",228,325,0,457,582,747,989,944,576,585,560,633,2978,842
"All business services","International organisations","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,8,0,4
"All business services","International organisations","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,8,0,0
"All business services","Australia","Exports of Services (Euro Million)",0,80,60,61,104,173,181,361,525,109,110,112,137,118
"All business services","Australia","Imports of Services (Euro Million)",0,97,111,124,261,237,226,301,240,307,268,161,129,146
"All business services","Belgium","Exports of Services (Euro Million)",0,254,0,361,360,598,719,408,489,315,308,374,417,416
"All business services","Belgium","Imports of Services (Euro Million)",0,2839,0,2911,942,1245,815,873,1507,1471,1360,1267,1509,2521
"All business services","Bermuda","Exports of Services (Euro Million)",0,568,841,598,626,611,676,819,771,62,59,62,64,67
"All business services","Bermuda","Imports of Services (Euro Million)",0,157,129,141,0,146,0,247,142,65,22,32,45,44
"All business services","Brazil","Exports of Services (Euro Million)",0,0,79,0,67,114,101,110,140,157,176,390,729,838
"All business services","Brazil","Imports of Services (Euro Million)",0,0,4,0,8,31,0,36,28,32,77,71,149,151
"All business services","Canada","Exports of Services (Euro Million)",31,133,0,0,213,197,305,264,730,145,143,160,262,282
"All business services","Canada","Imports of Services (Euro Million)",40,43,0,0,76,95,77,343,70,147,118,52,84,65
"All business services","Switzerland","Exports of Services (Euro Million)",0,337,413,255,470,602,440,493,2252,352,388,410,418,458
"All business services","Switzerland","Imports of Services (Euro Million)",0,270,284,311,299,437,466,700,1016,939,406,506,826,0
"All business services","China","Exports of Services (Euro Million)",0,103,0,607,720,694,924,1081,1351,1178,1006,953,1081,1273
"All business services","China","Imports of Services (Euro Million)",0,33,0,185,78,326,145,266,158,217,229,247,296,164
"All business services","Germany","Exports of Services (Euro Million)",284,689,1322,1070,1677,1490,1589,1931,1352,1287,951,978,901,1243
"All business services","Germany","Imports of Services (Euro Million)",1332,1672,1609,1512,2273,2070,1751,2237,1795,2137,1060,1404,1845,1893
"All business services","Spain","Exports of Services (Euro Million)",0,215,369,449,600,366,583,725,573,506,553,588,771,919
"All business services","Spain","Imports of Services (Euro Million)",0,457,399,356,741,490,480,518,548,502,544,526,674,801
"All business services","France","Exports of Services (Euro Million)",307,449,730,497,1652,1583,1161,1313,861,652,592,879,915,1049
"All business services","France","Imports of Services (Euro Million)",919,1277,1478,1431,2168,2067,1978,1683,1378,1607,976,1200,1503,1524
"All business services","United Kingdom","Exports of Services (Euro Million)",1420,1566,2005,2192,3187,2963,3361,3367,2871,2332,2542,3238,3332,3713
"All business services","United Kingdom","Imports of Services (Euro Million)",2952,3528,3728,4126,4939,4865,4529,4888,4966,5421,4615,5797,6412,6435
"All business services","Italy","Exports of Services (Euro Million)",254,177,422,428,701,772,849,844,870,878,1004,948,794,739
"All business services","Italy","Imports of Services (Euro Million)",555,682,575,580,1129,850,711,827,917,945,832,1046,1397,1133
"All business services","Japan","Exports of Services (Euro Million)",42,152,0,221,134,461,224,390,390,225,199,215,267,0
"All business services","Japan","Imports of Services (Euro Million)",174,220,0,78,379,183,224,306,461,577,484,432,382,548
"All business services","South Korea","Exports of Services (Euro Million)",0,0,649,660,555,388,242,156,266,196,174,186,216,292
"All business services","South Korea","Imports of Services (Euro Million)",0,26,42,51,-18,3,22,22,11,19,31,25,25,44
"All business services","Luxembourg","Exports of Services (Euro Million)",0,29,43,60,78,175,156,216,-603,87,128,0,256,0
"All business services","Luxembourg","Imports of Services (Euro Million)",0,71,271,299,372,412,294,107,-29,89,151,309,317,106
"All business services","Netherlands","Exports of Services (Euro Million)",92,224,393,396,952,975,882,716,584,513,609,1088,828,776
"All business services","Netherlands","Imports of Services (Euro Million)",746,827,794,641,615,881,812,986,1284,1713,1044,975,1790,1679
"All business services","Sweden","Exports of Services (Euro Million)",0,216,303,322,360,364,308,369,381,280,349,413,384,366
"All business services","Sweden","Imports of Services (Euro Million)",0,269,262,237,268,297,292,251,332,169,214,316,502,436
"All business services","Taiwan, Province of China","Exports of Services (Euro Million)",0,0,318,0,50,66,18,0,21,26,44,0,159,218
"All business services","Taiwan, Province of China","Imports of Services (Euro Million)",0,0,24,0,33,72,44,47,50,38,83,27,25,0
"All business services","United States","Exports of Services (Euro Million)",695,747,1095,1308,1519,887,860,1575,1769,998,1577,1513,2696,3628
"All business services","United States","Imports of Services (Euro Million)",5674,6483,8656,8900,8760,9341,12008,12295,13348,12961,12176,15388,17720,26009
"All business services","South Africa","Exports of Services (Euro Million)",0,46,0,98,150,140,131,145,125,79,88,106,158,111
"All business services","South Africa","Imports of Services (Euro Million)",0,82,0,114,165,158,129,156,122,55,68,84,131,108
"All business services","Africa (6)","Exports of Services (Euro Million)",0,70,0,178,553,294,321,0,0,362,421,428,428,369
"All business services","Africa (6)","Imports of Services (Euro Million)",0,162,0,192,241,272,238,310,0,204,216,291,409,311
"All business services","Asia (6)","Exports of Services (Euro Million)",779,1189,2641,2116,2236,2497,2395,3089,3909,3276,3302,3591,4518,6471
"All business services","Asia (6)","Imports of Services (Euro Million)",705,914,942,673,912,1217,1074,1470,1416,1831,1723,1572,2121,2724
"All business services","Oceania and Polar Regions (2)","Exports of Services (Euro Million)",0,97,89,94,141,210,227,416,658,0,144,193,240,247
"All business services","Oceania and Polar Regions (2)","Imports of Services (Euro Million)",0,104,118,140,279,248,233,316,267,0,281,165,138,153
"All business services","Central America (1)","Exports of Services (Euro Million)",805,729,0,922,983,1125,1309,1398,929,329,326,444,635,789
"All business services","Central America (1)","Imports of Services (Euro Million)",158,217,0,321,359,440,626,610,331,194,187,188,204,194
"All business services","EMU17","Exports of Services (Euro Million)",0,0,0,0,0,0,6315,6361,5534,0,0,0,0,0
"All business services","EMU17","Imports of Services (Euro Million)",0,0,0,0,0,0,7386,7770,7890,0,0,0,0,0
"All business services","EMU16","Exports of Services (Euro Million)",0,0,0,0,6594,6431,0,0,0,0,0,0,0,0
"All business services","EMU16","Imports of Services (Euro Million)",0,0,0,0,8678,8701,0,0,0,0,0,0,0,0
"All business services","EMU12","Exports of Services (Euro Million)",1464,2312,3797,0,0,0,0,0,0,0,0,0,0,0
"All business services","EMU12","Imports of Services (Euro Million)",7274,8243,8986,0,0,0,0,0,0,0,0,0,0,0
"All business services","EMU13","Exports of Services (Euro Million)",0,0,0,3567,0,0,0,0,0,0,0,0,0,0
"All business services","EMU13","Imports of Services (Euro Million)",0,0,0,8107,0,0,0,0,0,0,0,0,0,0
"All business services","EMU18","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"All business services","EMU18","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"All business services","EMU19","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,4569,4500,5504,5468,8378
"All business services","EMU19","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,8833,6373,7286,9826,10988
"All business services","EU28","Exports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,7496,7736,9527,9562,12855
"All business services","EU28","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,14861,11658,14054,17682,18762
"All business services","EU25","Exports of Services (Euro Million)",3101,4152,6297,0,0,0,0,0,0,0,0,0,0,0
"All business services","EU25","Imports of Services (Euro Million)",10757,12518,13407,0,0,0,0,0,0,0,0,0,0,0
"All business services","EU27","Exports of Services (Euro Million)",0,0,0,6368,10630,10284,10550,10627,9213,0,0,0,0,0
"All business services","EU27","Imports of Services (Euro Million)",0,0,0,13014,14463,14560,12764,13513,13859,0,0,0,0,0
"All business services","Europe (3)","Exports of Services (Euro Million)",3374,4658,6945,6960,11882,11550,11700,12026,9609,8823,9087,11236,11161,14661
"All business services","Europe (3)","Imports of Services (Euro Million)",11301,13122,13953,13626,15185,15521,13682,14679,15330,16183,12267,14791,21398,42615
"All business services","North America (1)","Exports of Services (Euro Million)",726,879,0,0,1731,1085,1166,1839,2500,1142,1719,1672,2959,3909
"All business services","North America (1)","Imports of Services (Euro Million)",5713,6526,0,0,8836,9435,12085,12638,13418,13108,12295,15439,17804,26074
"All business services","South America (1)","Exports of Services (Euro Million)",55,93,0,169,156,216,223,256,344,343,393,686,1150,1248
"All business services","South America (1)","Imports of Services (Euro Million)",24,19,0,16,13,49,10,58,55,81,132,126,216,207
"All business services","Not geographically allocated","Exports of Services (Euro Million)",1177,724,603,0,2889,3070,0,2695,5004,1558,0,2445,0,2636
"All business services","Not geographically allocated","Imports of Services (Euro Million)",1322,1082,1213,0,2849,2518,1928,2865,3813,6403,0,7849,0,0
"Business services: Merchanting","All countries and international organisations","Exports of Services (Euro Million)",0,2480,4018,5301,8816,7368,7395,7126,6640,0,0,0,0,0
"Business services: Merchanting","All countries and international organisations","Imports of Services (Euro Million)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
