"Dyeing, tanning and colouring materials (53)","Value of Imports (Euro Thousand)",7662,9997,10531,15022,19611,24569,29920,33870,43937,45533,45832,51804,49003,50504,58003,68791,75109,82902,85842,88374,92056,105007,116181,125958,141322,169383,199730,210500,179400,168100,170100,173800,189500,203700,211000,181300,141500,155700,173600,179000,183300,196900,221600,223100,247300
"Dyeing, tanning and colouring materials (53)","Value of Exports (Euro Thousand)",1403,1637,2326,3939,3499,4396,6377,8746,13544,16476,17369,23010,21177,16891,17089,19838,24754,21597,24073,23871,25141,34283,34791,41901,54345,48250,51424,58800,49500,54700,59300,63100,51300,52400,47800,61800,60300,170500,145000,159700,150100,117100,132900,260900,328200
"Medicinal and pharmaceutical products (54)","Value of Imports (Euro Thousand)",23644,32382,36921,50866,66035,72633,83900,96189,124898,141039,171490,194559,212609,212064,221865,263707,305725,324850,395790,401110,386254,498372,590047,588270,751558,931099,1124353,1525400,1902600,2075300,2168000,1969600,1995200,2235100,2396600,2867200,2848500,3463600,4386900,4164100,4499000,4497800,5753900,6240800,8819600
"Medicinal and pharmaceutical products (54)","Value of Exports (Euro Thousand)",28885,45247,53965,71489,82274,97717,116341,102399,96759,141233,166896,234174,235699,245515,321687,466969,623817,734756,905247,1141368,1223266,1572444,1751477,2206932,2813994,4212356,4815101,5311700,8975100,15671900,13611600,15154800,14531100,14247000,14748600,16750500,21721900,23959400,26393400,24551300,21295100,22229000,30234400,30178200,35445500
"Essential oils, perfume materials, toilet preparations etc. (55)","Value of Imports (Euro Thousand)",8941,15874,20000,26847,35597,46111,61535,80993,107624,120940,126564,149155,164576,164832,186060,201093,229485,240985,262276,286580,271216,315530,334576,375589,587889,517164,569858,717100,830400,864600,880600,900800,992100,1151800,1175700,1094700,964900,968400,1030800,1046900,1084400,1133700,1344000,1415500,1483900
"Essential oils, perfume materials, toilet preparations etc. (55)","Value of Exports (Euro Thousand)",3656,9642,12278,17261,23823,29802,43387,58810,83884,113418,127215,170559,208987,206824,216142,239149,322696,396947,464277,523894,618616,672834,734417,1096292,1694973,2012408,2448690,2355200,3140900,3177900,4173000,4761900,5216500,5327800,5318400,5455100,5458800,5818000,5777100,6246200,6250400,6939000,7997600,7873300,7594900
"Fertilisers, manufactured (56)","Value of Imports (Euro Thousand)",29270,38005,39203,51323,69514,77388,123059,92316,121101,124899,160176,213037,232473,191956,176712,173915,205417,203398,186056,170399,154908,166209,230838,217633,172050,163034,176240,225800,218600,186200,244000,261800,292200,295400,299400,474600,240900,388400,443500,404900,471800,415400,448000,329300,369700
"Fertilisers, manufactured (56)","Value of Exports (Euro Thousand)",2491,17609,12671,3457,4975,5261,3875,11933,32317,37644,36557,58659,53761,44360,36525,43415,48461,42384,47641,52694,43171,47234,52313,43679,48758,45711,37203,36000,43300,31200,600,600,600,2100,1800,2400,1800,1900,1500,2700,3100,2700,5200,4500,6500
"Plastics in primary forms (57)","Value of Imports (Euro Thousand)",1088,1257,1515,1858,1639,2236,3195,3868,3854,4183,4320,4530,4499,3955,3953,245416,276982,269921,260845,246710,269819,332798,425489,389683,432727,449614,430949,547400,537800,530000,531500,567100,593700,661400,715400,689500,499900,652500,737700,733600,803700,821700,851100,808900,938800
"Plastics in primary forms (57)","Value of Exports (Euro Thousand)",338,513,932,852,1048,1225,1770,1534,1492,2198,2651,2895,2529,2663,2811,59386,70026,64147,71780,73645,80374,98151,105642,113388,115800,141576,160749,196900,193100,169800,179000,191300,190000,209400,265100,246700,215900,266200,312900,303900,312000,335700,399500,358100,359600
"Plastics in non-primary forms (58)","Value of Imports (Euro Thousand)",40200,65111,55502,82642,96895,108475,152685,157039,187698,188401,208925,261294,271456,277369,314570,141227,163872,163455,167718,162780,189318,213697,252805,270962,288484,319974,330513,393700,414300,421300,424000,427400,468900,484800,512100,438800,372600,384900,426700,441000,460300,512700,557800,568600,618600
"Plastics in non-primary forms (58)","Value of Exports (Euro Thousand)",9416,13283,10918,23457,24370,32740,59024,61286,65117,62955,71741,100719,101152,101331,118107,70041,84126,87778,93883,89897,97262,99547,113134,109197,131164,166336,183858,207600,226400,199100,190600,211100,244300,250700,270400,261400,229300,304000,319600,327000,390500,420900,498900,471300,486700
"Chemical materials and products, n.e.s. (59)","Value of Imports (Euro Thousand)",13301,19413,21509,26643,37299,47060,65744,75610,94019,89066,94961,108149,132351,144052,134931,174937,223706,215877,259573,263090,348924,433743,388794,551447,571001,405173,441996,545800,459600,490500,483600,452500,554400,636600,673200,586100,473500,478700,554800,612600,613100,632300,765500,825400,930300
"Chemical materials and products, n.e.s. (59)","Value of Exports (Euro Thousand)",9174,10498,13756,19073,38260,44363,57847,67168,101988,108905,115883,127638,165529,141255,168625,240915,269309,252843,240661,308419,365812,378001,437298,789396,1220599,1414107,1862706,1940900,2295200,2227900,2359200,2300200,2321500,2431400,2663700,3516300,3438100,2904300,2965400,3209400,3206800,3183700,3306700,3438400,3684200
"Manufactured goods classified chiefly by material (6)","Value of Imports (Euro Thousand)",321747,444618,422813,587636,752437,907754,1180209,1258369,1430501,1464649,1488981,1739148,1796649,1739462,1831884,2079329,2345456,2443165,2453553,2457959,2231184,2562841,3014739,3076321,3405565,3768456,3807055,4350600,4390800,4338200,4244900,4619800,4947200,5569500,6082300,5456800,3427800,3498800,3711900,3712800,3876400,4232100,4697700,4751200,5044500
"Manufactured goods classified chiefly by material (6)","Value of Exports (Euro Thousand)",186252,254518,254822,354517,485817,520612,584424,660889,752174,813074,921121,1073063,1147692,1123206,1196406,1315515,1458618,1461876,1530116,1594156,1463627,1609521,1715543,1724812,1750079,1803664,1812805,1973100,1954600,1925900,1792000,1817400,1754900,1714500,1817800,1660700,1245000,1448800,1657800,1689800,1711000,1870600,2105100,2143700,2268000
"Leather, leather manufactures and dressed furskins (61)","Value of Imports (Euro Thousand)",9086,9231,9637,14006,15928,16540,22219,18451,20280,20448,18353,23215,20632,18178,16744,11434,10703,10563,8751,6476,8507,15364,14348,9650,9777,9777,10793,11900,11800,12200,10300,11900,14100,17500,20500,16300,13400,15600,15100,14300,17500,19500,23000,21800,19600
"Leather, leather manufactures and dressed furskins (61)","Value of Exports (Euro Thousand)",14078,14605,16886,22199,24153,25037,25580,21933,21975,21673,27150,34000,31914,18143,20947,13194,19609,21175,19821,20316,19046,47869,48631,57392,62344,69328,58281,71900,74800,53000,44300,36500,27400,28200,37800,20800,18600,21300,24000,27100,27400,34600,35700,39100,43500
"Rubber manufactures, n.e.s. (62)","Value of Imports (Euro Thousand)",13800,18744,20217,25744,34833,43386,49268,60090,71644,70912,79449,80797,84548,80668,87792,96079,104883,104014,109184,119355,119355,132815,146528,163034,166336,198460,197952,230900,221700,215000,230800,233300,261900,292600,315900,291200,218900,239300,256800,272800,273800,293700,316500,299400,296200
"Rubber manufactures, n.e.s. (62)","Value of Exports (Euro Thousand)",13733,19757,20713,33486,44501,44205,53434,58092,65205,81824,87757,86077,94027,94706,103242,117843,124644,133209,154089,181826,153765,167225,178398,152496,94342,100944,91548,112900,111200,95000,86500,88200,72800,61200,60800,52300,44200,50700,55900,64800,64300,69100,74300,78800,78700
"Cork and wood manufactures, excluding furniture (63)","Value of Imports (Euro Thousand)",11458,13429,12083,18777,24736,30084,45605,46734,58771,53559,53424,62946,54845,52350,56402,64062,80169,92857,90136,88120,74153,91548,103230,119228,139290,157448,173573,232100,245200,253900,269300,313700,359900,384200,376200,282300,173100,169700,157600,156400,159500,200900,253500,261000,284900
"Cork and wood manufactures, excluding furniture (63)","Value of Exports (Euro Thousand)",4139,5310,6184,11016,10652,9494,7885,8004,10534,14262,17673,17952,15746,13057,17054,60983,61003,59829,62738,66788,57138,61328,76692,79232,92310,107801,119736,135900,166000,189000,209700,223700,250900,263100,282900,216000,166500,198100,199900,220000,241700,241100,242300,258000,284500
"Paper, paperboard and articles of paper pulp, paper etc. (64)","Value of Imports (Euro Thousand)",39310,69365,63234,88279,107450,122220,161741,188581,232659,257936,272487,313959,336741,337368,379351,441304,485818,507067,541239,555129,490754,540020,686801,651884,709022,769461,767684,838200,825700,828100,798000,769800,792000,819800,887300,906300,701000,726900,788400,845700,818900,832100,913500,863200,873000
"Paper, paperboard and articles of paper pulp, paper etc. (64)","Value of Exports (Euro Thousand)",12267,20958,21700,21787,29128,32341,33069,37173,43033,43210,44804,55621,72729,90934,110612,78522,92607,101248,112115,117959,82025,88882,111610,125577,127482,135862,157321,188700,190000,169900,206300,185000,158900,158900,147500,149200,114800,117000,131300,143200,152400,154100,150300,157100,158600
"Textile yarn, fabrics, made-up articles and related products (65)","Value of Imports (Euro Thousand)",103730,128853,123097,170575,223277,255958,295970,282727,336483,328103,357227,406728,436646,424185,434468,473920,481148,487379,488810,480850,435901,471200,498753,506118,566684,624584,557415,605000,600200,537800,491600,502500,504300,521700,524100,433500,342300,327700,331900,329500,329600,407600,450500,454400,480600
"Textile yarn, fabrics, made-up articles and related products (65)","Value of Exports (Euro Thousand)",80859,104579,100403,150298,204004,229744,253762,276353,331402,326879,340033,375022,378713,377593,399589,430472,438837,430293,454075,429298,409744,448218,476533,467137,448598,455201,416601,501900,479200,416500,337100,327600,285100,202900,201300,182600,141200,160400,168500,154900,138800,159700,175900,166600,149000
"Non-metallic mineral manufactures, n.e.s. (66)","Value of Imports (Euro Thousand)",18367,24027,34476,41075,50111,77313,110184,120313,125225,132148,143709,162887,160909,161094,166775,174929,220866,242637,249836,250011,220934,262836,295341,337115,351717,404919,468533,565500,524400,494800,550200,631900,716700,866100,907200,717500,420900,421300,412300,388000,389200,432000,508900,529600,566500
"Non-metallic mineral manufactures, n.e.s. (66)","Value of Exports (Euro Thousand)",19865,27932,35107,40893,54498,65028,77133,89669,100123,107181,143449,188921,194385,175986,175473,218990,253743,219082,232070,259788,249123,276803,253567,289754,318704,330894,395142,353700,338500,395600,370900,375000,360700,322200,316100,282000,218600,250800,227200,285500,292200,351700,420500,454100,471400
"Iron and steel (67)","Value of Imports (Euro Thousand)",57235,81654,63816,98487,114134,135385,190558,172159,197919,220851,176174,208998,217091,191614,197617,264253,321231,305832,277209,259281,258519,310324,385492,394127,427775,490627,481104,549700,572800,661000,567700,712500,716500,911300,1081700,1009400,395300,441600,496200,521700,507500,587600,639100,648300,727900
"Iron and steel (67)","Value of Exports (Euro Thousand)",5085,9184,8351,9331,11682,19408,13813,20490,21380,26831,44964,52109,67173,68407,68665,97488,131197,123749,101782,88628,117451,108309,124942,114911,124053,137894,108817,129600,93600,49600,55400,70300,69900,89000,100800,90000,53100,72700,94700,106900,119400,138400,195500,163100,171600
"Non-ferrous metals (68)","Value of Imports (Euro Thousand)",21964,32164,26259,38790,48564,58868,74827,94338,92533,99004,119058,165278,161705,156893,167732,205877,235752,240094,224883,208618,220554,286580,373430,339401,359336,390191,332671,372600,481700,429500,408200,447800,451400,532100,644300,547900,353200,403100,468000,443300,556700,554800,555300,532200,598300
"Non-ferrous metals (68)","Value of Exports (Euro Thousand)",13681,13622,7161,9519,13751,14951,18908,22060,24197,24417,22363,31578,29816,31078,35229,37395,44824,47778,53762,52313,65138,58027,72375,66153,80120,85707,87485,92800,76200,72100,64100,77000,79000,86700,127000,96700,76100,81200,90100,77300,64100,75300,72700,82500,106600
"Manufactures of metal, n.e.s. (69)","Value of Imports (Euro Thousand)",46796,67151,69993,91901,133402,168004,229839,274977,294986,281688,269103,314341,323533,317112,325002,347473,404886,452723,463504,490246,402507,452154,510816,555764,675628,722989,817330,944700,907300,905900,918800,996400,1130400,1224200,1325100,1252400,809700,753600,785600,741100,823700,903900,1037400,1141300,1197500
"Manufactures of metal, n.e.s. (69)","Value of Exports (Euro Thousand)",22544,38572,38318,55988,93450,80404,100840,127116,134324,166797,192928,231784,263187,253304,265595,260628,292155,325515,339666,377239,310197,352860,372795,372160,402126,380033,377874,385700,425100,485200,417700,434100,450200,502300,543600,571100,411900,496600,666200,610100,610700,646600,737900,744400,804200
"Machinery and transport equipment (7)","Value of Imports (Euro Thousand)",390197,452546,532275,754901,1054542,1410006,1737205,1870672,2293035,2377566,2691600,3527938,3740410,3433332,3892173,4465136,5900051,5685469,5662657,5971324,6948516,8527434,11206961,12022009,14920057,20058181,22820748,29752400,30282200,28751700,22205800,23294400,26988000,29593100,28924400,22789800,18209500,16042500,17977400,20433900,18963400,23579700,27890800,31580800,31888800
"Machinery and transport equipment (7)","Value of Exports (Euro Thousand)",108768,148162,204716,322279,484020,520683,712686,968763,1332581,1770508,2303499,3238155,3668821,3618954,4272069,4876289,5907398,5697857,5605411,5691855,7303026,8853249,12186564,13494395,16963447,21443463,26193300,34108900,37647200,33554400,24029900,23474700,23150000,23910400,23159700,19965500,15081400,11299400,11718200,11562200,11859000,12100400,16808300,21420200,20950200
"Power generating machinery and equipment (71)","Value of Imports (Euro Thousand)",181402,228940,277448,383932,43396,64952,75539,77472,119611,151028,141604,147681,181364,171463,221440,332368,451825,380279,348457,317308,307277,349940,338512,331910,386889,445805,504594,736600,678900,570200,679100,619200,777500,739400,704000,625500,737100,742600,770700,862000,787200,601800,582900,828300,1017300
"Power generating machinery and equipment (71)","Value of Exports (Euro Thousand)",46499,70854,109749,177960,16122,20034,26314,41081,41475,34071,47724,54765,93850,96383,87388,204569,238816,248494,270278,196809,166844,190334,243028,288611,334957,352098,346004,382300,406400,494400,376500,471600,523900,592200,524300,586500,477400,622800,706200,790100,809100,470400,487000,667500,785600
"Machinery specialised for particular industries (72)","Value of Imports (Euro Thousand)",0,0,0,0,225580,316231,357900,291901,308155,299372,278257,329714,375653,342422,356982,445664,559767,558894,519600,522370,504594,603380,643503,799681,905831,1330559,1010838,1080600,1062500,1024600,1004500,1000100,1180600,1342200,1457700,1144400,579700,580700,720400,790100,1274900,2168200,2384700,1265300,1324100
"Machinery specialised for particular industries (72)","Value of Exports (Euro Thousand)",0,0,0,0,45722,50066,57021,73301,78376,94792,97875,105340,111350,86215,108731,187716,164709,147372,139006,152242,157321,201507,196428,216363,239980,235029,280104,313800,336800,283900,278500,334900,271400,342300,463900,500200,425600,395100,494700,468500,562600,671300,641900,686000,756800
"Metalworking machinery (73)","Value of Imports (Euro Thousand)",0,0,0,0,17855,25881,36647,59148,43838,44266,38820,57480,51796,50604,45659,56040,78348,74945,75612,68058,75042,79486,75295,84438,116308,161384,139544,210100,144500,132900,192300,144200,224500,171200,109000,100100,47100,64300,73900,69900,70300,95100,120600,116000,117400
"Metalworking machinery (73)","Value of Exports (Euro Thousand)",0,0,0,0,2641,5650,7320,14170,15064,16469,18062,25604,22389,23463,21551,30617,36302,33760,37404,39489,21332,35172,32886,42663,45711,38473,65392,60100,57100,108200,71300,84200,81000,87100,39000,44700,30900,27200,24600,28500,22000,25700,26600,24400,33300
"General industrial machinery and parts, n.e.s. (74)","Value of Imports (Euro Thousand)",0,0,0,0,153807,179201,243131,277296,301727,298717,315753,336012,368305,346750,376764,392118,467147,489876,492512,543067,496214,539766,611252,707625,877770,1117243,1137812,1324500,1186000,1120200,1207100,1116100,1412500,1374000,1379000,1252400,851800,783100,950100,955400,1217700,1409100,1650300,1595100,1579700
"General industrial machinery and parts, n.e.s. (74)","Value of Exports (Euro Thousand)",0,0,0,0,67164,84134,99026,119369,135429,198091,201897,227034,281464,287908,321672,370352,418030,431005,436113,411014,431838,519831,614299,659629,758415,806284,889705,1017200,1039000,1035800,1007800,1181800,1140900,1215900,1421300,1211100,894800,1110700,1338500,1353900,1427900,1544200,1727900,1683500,1861300
"Office machines and automatic data processing equipment (75)","Value of Imports (Euro Thousand)",81426,115047,136539,172392,112919,126928,172617,229117,389515,506973,739630,1217218,1254561,1112357,1277923,1243606,1631526,1490224,1479536,1674531,2271815,2887384,4474557,4887857,6104647,7951227,8368082,11363200,11269500,8450400,7986700,7854500,9194800,10451800,9277200,6749400,3677900,2701400,2692700,2647800,2848400,3081200,3821300,3415800,3329400
"Office machines and automatic data processing equipment (75)","Value of Exports (Euro Thousand)",35760,51466,61967,97231,155808,168649,235026,327530,592147,790726,1220462,1950649,2319390,2343718,2847676,2874715,3686252,3504946,3154881,3313128,4627687,5255192,7432666,8247457,10258595,12940155,15152673,19616800,21034500,17329600,14837000,13383000,13980100,14063000,12577200,9329100,6677200,4463200,3561700,3500900,4018700,3811500,4209200,3781900,3521700
"Telecommunications and sound recording, reproducing equipment (76)","Value of Imports (Euro Thousand)",0,0,0,0,59728,80957,100337,121351,185637,179452,162036,182619,218475,190660,200141,222216,270014,313936,364340,334830,404285,459772,531766,748511,856946,1160160,2074117,2880900,3150200,2249700,1393700,1677600,2026300,2129100,1977800,1762500,1275000,1129400,1057800,1212300,1127100,1393600,1588300,1633900,1640400
"Telecommunications and sound recording, reproducing equipment (76)","Value of Exports (Euro Thousand)",0,0,0,0,32178,33113,44374,64074,97841,121147,115395,150863,176335,179973,193180,226251,256831,230268,348942,303721,410633,623568,696324,822790,1163334,2150428,3582185,3736500,3657600,2638000,1392800,1495900,1459500,1384200,1414400,1318400,1001500,817700,708400,952900,672500,788000,939000,926700,1046900
"Electrical machinery, appliances etc., n.e.s. (77)","Value of Imports (Euro Thousand)",0,0,0,0,148422,178944,231096,307324,387867,424833,501229,691069,707700,634122,766015,1003038,1310873,1140338,1279209,1462484,1840739,2298099,2881925,2608550,3200629,4363074,5192975,7048400,8496000,9943300,4646700,4721200,4353100,3809300,3294400,2886800,2306700,2146100,2102000,1926700,1958800,2175900,2537200,2483600,2547600
"Electrical machinery, appliances etc., n.e.s. (77)","Value of Exports (Euro Thousand)",0,0,0,0,93467,110649,134790,202152,246390,327106,390875,533764,542934,515670,586389,802420,900392,924076,989104,1054898,1274055,1788172,2705431,2919890,3737093,4212229,5135837,7916000,10164500,10567000,5096300,5527800,4911100,5132500,4794800,4792700,3339000,2729700,2873000,2613800,2264300,2002300,2922400,7291700,6445100
"Road vehicles (78)","Value of Imports (Euro Thousand)",127370,108560,118289,198577,268014,409187,463743,451019,511783,442571,469168,473969,511560,483841,507155,671947,960615,985308,795030,822663,825584,1083721,1182253,1542986,1936985,2780472,2984519,4053500,3190600,3328200,2809500,3291600,3797000,4101600,4575100,3228500,898500,1558200,1699100,1598000,1877600,2579800,3460900,3776800,3532300
"Road vehicles (78)","Value of Exports (Euro Thousand)",26511,25842,33000,47087,34923,35291,94175,109684,108376,169339,192499,147466,84055,55091,65732,126498,156103,112339,138890,132053,110594,146909,159733,150972,211411,376350,454693,576000,672600,590500,359600,321900,239300,247500,326200,249200,270800,179600,194900,215100,232500,259200,313500,317100,313200
"Other transport equipment (79)","Value of Imports (Euro Thousand)",0,0,0,0,24820,27725,79050,56045,44902,30353,45102,92177,70996,101113,140094,98141,169937,251670,308362,226140,222966,225886,467898,310451,534052,748257,1408267,1054600,1104000,1932200,2286200,2869900,4021700,5474500,6150200,5040200,7835700,6336700,7910700,10371700,7801400,10075000,11744600,16466100,16800500
"Other transport equipment (79)","Value of Exports (Euro Thousand)",0,0,0,0,35997,13097,14640,17402,17484,18769,18708,42671,37055,30532,39749,53151,49964,65597,90793,88628,102722,92564,105769,146020,213951,332417,286707,490200,278700,507000,610100,673600,542800,845700,1598600,1933600,1964200,953400,1816200,1638500,1849400,2527800,5540800,6041400,6186200
"Miscellaneous manufactured articles (8)","Value of Imports (Euro Thousand)",134055,177070,200292,283124,376291,494487,655877,804902,974331,1057471,1133239,1310125,1384771,1423734,1489134,1708930,1971607,2161437,2361414,2495797,2490847,2710383,3078860,3634243,3965264,4423260,4891285,5893100,6299700,6115900,6302600,6331400,7086200,7359900,7610100,6860600,6122300,6152500,6013600,6068600,6119400,6898300,8166200,8252500,8281500
"Miscellaneous manufactured articles (8)","Value of Exports (Euro Thousand)",112473,154000,178718,240728,324975,392975,482018,567404,684868,820242,1056102,1258521,1372112,1408039,1656069,2039913,2495913,2588659,2853034,3251926,3545362,4183784,5493904,5843335,6044207,6705104,7638490,8864000,8969200,8284900,9456800,9910000,9065900,8650800,8489400,9410000,9702000,10878400,10846200,11401000,11529200,12627600,14298800,14645300,14831800
"Prefab buildings; plumbing and electrical fixtures and fittings (81)","Value of Imports (Euro Thousand)",9849,9760,9218,12066,13662,17647,24319,25922,28150,25345,22806,27586,32983,38417,41786,57283,67801,74372,84351,78597,63233,71994,79993,102722,129005,151480,191350,213200,236700,211600,226700,270700,292700,321400,351900,269400,199400,170200,152100,150700,157600,193900,236100,246600,268800
"Prefab buildings; plumbing and electrical fixtures and fittings (81)","Value of Exports (Euro Thousand)",2522,3882,6610,8737,7194,10213,12767,14959,16411,20219,23044,31402,34073,34349,41197,48730,44534,39869,51176,49901,46345,46091,45838,60313,71232,75168,73899,84300,89400,99500,93900,95000,103100,111900,125700,135100,102700,102000,98700,92100,111000,129000,157200,159400,147600
"Furniture and parts thereof (82)","Value of Imports (Euro Thousand)",6532,9048,11219,15219,21616,31839,41288,49393,63119,61011,60511,67920,69342,69777,76172,85018,104325,119198,121847,117451,84438,91675,110086,138401,186651,228045,266391,326300,333000,362900,360200,433700,505800,615900,664300,516300,333600,327300,289600,296100,321400,372300,447400,445800,475100
"Furniture and parts thereof (82)","Value of Exports (Euro Thousand)",1879,2863,5597,8195,9529,11367,14272,19711,29321,34340,40249,39860,34513,34597,36411,61217,73995,79783,85899,89136,64376,75676,89644,102976,116689,122149,106912,109800,110900,123200,103200,96200,109700,146400,120200,102200,84800,95500,94800,96400,122400,139700,174000,187800,179600
"Travel goods, handbags and similar containers (83)","Value of Imports (Euro Thousand)",1649,2410,2866,3347,4664,5935,8387,9917,10870,9952,9479,11199,13855,14738,15623,16871,21626,21393,21183,19300,22601,27934,29331,32886,41393,46218,51805,90000,105500,96300,65200,65700,85500,91900,135900,110900,88900,98100,100900,115500,107900,120300,148600,139000,149700
"Travel goods, handbags and similar containers (83)","Value of Exports (Euro Thousand)",936,931,679,810,1018,1181,1747,2449,3280,3708,4588,6359,8233,9331,7922,9738,9264,9336,9032,8253,8126,8507,9650,10793,9650,14094,10031,16500,17600,19100,15800,14200,14200,11700,34100,13600,15800,26200,38400,28700,14600,17000,23300,26000,24700
"Articles of apparel and clothing accessories (84)","Value of Imports (Euro Thousand)",32595,44558,55109,84313,114475,151217,208547,255977,311284,344171,371133,413268,437512,474157,481656,527876,578074,630985,686951,715878,617855,669152,714355,802982,913577,1059216,1094641,1335500,1399800,1386800,1296200,1307100,1541000,1639200,1812900,1705000,1638500,1647400,1656100,1646900,1511600,1642800,1864300,1882600,1842300
"Articles of apparel and clothing accessories (84)","Value of Exports (Euro Thousand)",41028,54493,60785,71246,89189,106181,122845,128062,136555,157001,179754,211150,237958,250933,268211,277528,307223,345906,385586,421045,400856,405046,416347,416093,415966,448598,377366,343300,342900,338300,319700,293800,262600,228200,188000,153000,160000,357700,371400,362800,215600,258000,304900,349300,265000
"Footwear (85)","Value of Imports (Euro Thousand)",9254,13813,15567,24418,29124,43908,59147,72260,91857,93942,99818,127110,121207,120870,121996,135818,152548,162881,180069,163796,262455,246329,207729,215475,211919,233632,236679,278900,272800,273700,267000,278200,322800,369100,377200,346700,309900,351800,330700,330100,309300,323600,400400,390100,413800
"Footwear (85)","Value of Exports (Euro Thousand)",10350,13104,12233,15688,21837,23117,26403,26281,29806,31139,35136,32075,25473,17143,15233,20308,21672,24117,27454,39870,71105,80628,37203,34283,26157,23109,28696,31800,32700,23600,29700,31100,33400,27900,31800,28100,25800,50800,53900,53200,30600,36900,45100,50100,41100
"Professional, scientific and controlling apparatus (87)","Value of Imports (Euro Thousand)",23491,30858,33050,42197,36703,47477,58897,71584,87376,117941,141269,176172,202691,176541,172823,211590,236267,269609,278749,307911,320736,325561,434123,489230,579255,670549,777080,1175900,1010600,865000,822000,716000,876700,948100,944100,911800,917500,957200,952800,1008300,1309000,1513500,1799300,1704700,1712500
"Professional, scientific and controlling apparatus (87)","Value of Exports (Euro Thousand)",27127,37537,44928,68201,86594,104089,113932,131286,177282,214775,300144,393611,424200,397099,449777,479654,512455,518791,568408,589920,607189,599316,685786,968302,1105180,1394934,1387316,1703200,1881800,2063000,3267300,3796100,2703300,2308400,2108800,3313300,3533400,3756600,3995700,4178200,4402400,5282500,6147800,5969600,6026800
"Photographic apparatus, optical goods, watches and clocks (88)","Value of Imports (Euro Thousand)",0,0,0,0,25046,31811,40360,51263,56715,60626,62903,73655,76149,73338,80002,97224,109760,121175,126894,118213,181700,200873,194143,196555,216109,269565,284167,352300,307200,244600,267300,224900,260000,290500,283000,247800,185000,227200,221500,200800,218800,253000,386300,421100,427500
"Photographic apparatus, optical goods, watches and clocks (88)","Value of Exports (Euro Thousand)",0,0,0,0,13111,19866,27057,29156,47846,85495,90683,108219,105955,94835,85992,121541,151354,171345,192750,204428,291278,259661,302071,304229,383334,395650,445297,453200,491200,564400,670600,710500,786600,879500,855800,900500,934200,1111300,1066200,1115300,1072400,1054600,1091600,1240300,1344700
"Miscellaneous manufactured articles, n.e.s. (89)","Value of Imports (Euro Thousand)",50683,66622,73261,101563,131003,164653,214931,268589,324960,344481,365323,413213,431034,455897,499073,577252,701207,761825,861370,974524,937829,1076865,1309100,1655992,1687355,1764555,1989172,2121000,2634100,2675000,2998000,3035100,3201700,3083800,3040800,2752700,2449500,2373300,2309900,2320200,2183800,2478900,2883800,3022400,2991900
"Miscellaneous manufactured articles, n.e.s. (89)","Value of Exports (Euro Thousand)",28631,41189,47883,67851,96503,116962,162996,215499,244366,273565,382501,435848,501707,569751,751326,1021198,1375416,1399513,1532730,1849374,2056087,2708859,3907365,3946346,3915999,4231402,5208973,6121900,6002700,5053800,4956600,4873100,5053000,4936800,5025000,4764200,4845300,5378300,5127100,5474300,5560200,5709900,6354900,6662800,6802300
"Commodities and transactions n.e.s. (9)","Value of Imports (Euro Thousand)",54496,62587,65949,96616,122150,125727,128972,171708,200179,209278,219078,286144,377239,346769,364148,412054,448244,453666,460898,474628,1671351,1815723,1921751,2312699,2228641,2603598,2716986,2269700,2206100,2244200,2119200,2428800,2480400,2504700,2708700,2795000,2680400,2381700,1173100,1143900,1305400,1556200,1612200,2134800,2269900
"Commodities and transactions n.e.s. (9)","Value of Exports (Euro Thousand)",68118,79331,88960,123792,167564,181096,190349,205628,252426,288730,393583,477988,548029,464553,463743,545265,669982,741206,651829,643630,1679355,1322942,1568504,2199443,2472690,2603219,2852209,3517400,3818700,3200200,3535600,3739000,3586300,3057200,2780100,2733200,3296200,3354400,713600,1033300,1173500,1247900,1205000,969000,1059300
"Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Value of Imports (Euro Thousand)",1002543,1312842,1399062,1951660,2620004,3374916,4312773,4645267,5575252,5835757,6384825,7887491,8322672,7926991,8643223,9894089,12153099,12262579,12645495,13100142,14020831,16641443,20648224,22239845,26367381,32590368,36450878,46101300,47313400,46128100,39650700,41385200,46440500,50486100,50743400,43389300,35131500,34451900,38118300,40480400,39831900,46153500,54732500,59547700,62689800
"Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Value of Exports (Euro Thousand)",482017,681101,775635,1130189,1604665,1884941,2352668,2857264,3585500,4426495,5504265,7139502,7974501,7738643,8784306,10279275,12509173,12634954,13362120,14599575,17167113,20685555,26090579,29600768,36100430,48107962,56813288,72306600,80852200,82825800,71064100,72694000,74391600,73971500,76536200,75261700,75343300,76863200,80252900,79697800,75493200,78167600,97436300,104594600,105868400
